Ticket_ID,Date,Produit,Catégorie,Quantité (kg),Prix au kg (€),Prix total (€),CO2_e_per_kg
TICKET_5944,2024-02-02,Pommes de terre,Légumes,0.58,18.28,10.6,0.2
TICKET_5944,2024-02-02,Tofu,Protéines végétales,1.0,8.84,8.84,2.0
TICKET_5944,2024-02-02,Bœuf,Viandes,1.65,7.88,13.0,60.0
TICKET_5944,2024-02-02,Tofu,Protéines végétales,2.32,10.6,24.59,2.0
TICKET_5944,2024-02-02,Lentilles,Protéines végétales,0.71,11.56,8.21,0.9
TICKET_5944,2024-02-02,Café,Produits transformés,0.96,12.7,12.19,16.0
TICKET_5944,2024-02-02,Poulet,Viandes,2.07,6.07,12.56,6.0
TICKET_5944,2024-02-02,Œufs,Œufs,0.93,12.42,11.55,4.0
TICKET_9245,2024-01-10,Bœuf,Viandes,2.46,15.04,37.0,60.0
TICKET_9245,2024-01-10,Bœuf,Viandes,0.78,18.43,14.38,60.0
TICKET_9245,2024-01-10,Pommes,Fruits,0.33,7.46,2.46,0.3
TICKET_9245,2024-01-10,Poulet,Viandes,2.37,10.5,24.89,6.0
TICKET_9245,2024-01-10,Tofu,Protéines végétales,2.99,6.03,18.03,2.0
TICKET_9245,2024-01-10,Bœuf,Viandes,2.12,4.94,10.47,60.0
TICKET_9245,2024-01-10,Carottes,Légumes,1.12,14.29,16.0,0.1
TICKET_9245,2024-01-10,Œufs,Œufs,1.31,19.53,25.58,4.0
TICKET_9245,2024-01-10,Bananes,Fruits,1.82,3.55,6.46,0.8
TICKET_9245,2024-01-10,Bananes,Fruits,1.26,9.64,12.15,0.8
TICKET_9245,2024-01-10,Lait,Produits laitiers,1.26,12.72,16.03,1.3
TICKET_9245,2024-01-10,Pommes,Fruits,1.62,16.76,27.15,0.3
TICKET_9245,2024-01-10,Œufs,Œufs,2.98,14.07,41.93,4.0
TICKET_9245,2024-01-10,Lentilles,Protéines végétales,0.26,12.16,3.16,0.9
TICKET_9245,2024-01-10,Lait,Produits laitiers,1.09,15.11,16.47,1.3
TICKET_9245,2024-01-10,Poulet,Viandes,0.97,10.7,10.38,6.0
TICKET_9245,2024-01-10,Pommes,Fruits,2.51,13.8,34.64,0.3
TICKET_9245,2024-01-10,Pommes de terre,Légumes,0.93,10.29,9.57,0.2
TICKET_9245,2024-01-10,Tofu,Protéines végétales,2.54,14.91,37.87,2.0
TICKET_9245,2024-01-10,Café,Produits transformés,0.31,3.02,0.94,16.0
TICKET_9245,2024-01-10,Carottes,Légumes,2.23,18.62,41.52,0.1
TICKET_9245,2024-01-10,Fromage,Produits laitiers,1.06,14.02,14.86,20.0
TICKET_9245,2024-01-10,Agneau,Viandes,1.99,8.65,17.21,30.0
TICKET_9245,2024-01-10,Porc,Viandes,2.38,4.58,10.9,7.0
TICKET_9245,2024-01-10,Pommes,Fruits,2.55,7.43,18.95,0.3
TICKET_9245,2024-01-10,Café,Produits transformés,0.42,3.71,1.56,16.0
TICKET_9245,2024-01-10,Fromage,Produits laitiers,0.67,7.41,4.96,20.0
TICKET_9245,2024-01-10,Œufs,Œufs,0.39,11.81,4.61,4.0
TICKET_9245,2024-01-10,Porc,Viandes,0.25,7.32,1.83,7.0
TICKET_9245,2024-01-10,Lentilles,Protéines végétales,2.3,17.17,39.49,0.9
TICKET_5056,2024-07-05,Chocolat,Produits transformés,0.57,12.6,7.18,19.0
TICKET_5056,2024-07-05,Agneau,Viandes,1.83,6.3,11.53,30.0
TICKET_5056,2024-07-05,Agneau,Viandes,2.35,6.51,15.3,30.0
TICKET_5056,2024-07-05,Bananes,Fruits,0.8,6.3,5.04,0.8
TICKET_5056,2024-07-05,Œufs,Œufs,2.98,18.95,56.47,4.0
TICKET_5056,2024-07-05,Pommes,Fruits,1.9,9.8,18.62,0.3
TICKET_5056,2024-07-05,Carottes,Légumes,0.69,2.39,1.65,0.1
TICKET_5056,2024-07-05,Café,Produits transformés,2.15,18.05,38.81,16.0
TICKET_5056,2024-07-05,Lentilles,Protéines végétales,2.64,2.93,7.74,0.9
TICKET_5056,2024-07-05,Bananes,Fruits,0.34,15.19,5.16,0.8
TICKET_5056,2024-07-05,Carottes,Légumes,2.38,7.25,17.25,0.1
TICKET_5056,2024-07-05,Fromage,Produits laitiers,0.97,16.53,16.03,20.0
TICKET_5056,2024-07-05,Œufs,Œufs,1.61,4.05,6.52,4.0
TICKET_5056,2024-07-05,Agneau,Viandes,2.32,16.79,38.95,30.0
TICKET_5056,2024-07-05,Fromage,Produits laitiers,1.37,10.59,14.51,20.0
TICKET_5056,2024-07-05,Bananes,Fruits,2.55,3.46,8.82,0.8
TICKET_5056,2024-07-05,Pommes,Fruits,0.89,12.85,11.44,0.3
TICKET_5056,2024-07-05,Chocolat,Produits transformés,2.02,18.28,36.93,19.0
TICKET_5056,2024-07-05,Pommes de terre,Légumes,2.95,16.7,49.27,0.2
TICKET_5056,2024-07-05,Café,Produits transformés,1.55,9.62,14.91,16.0
TICKET_5056,2024-07-05,Lentilles,Protéines végétales,1.09,11.91,12.98,0.9
TICKET_5056,2024-07-05,Lentilles,Protéines végétales,0.28,15.35,4.3,0.9
TICKET_5056,2024-07-05,Chocolat,Produits transformés,2.38,7.38,17.56,19.0
TICKET_5056,2024-07-05,Œufs,Œufs,1.44,11.1,15.98,4.0
TICKET_5056,2024-07-05,Pommes,Fruits,0.52,4.33,2.25,0.3
TICKET_5056,2024-07-05,Lait,Produits laitiers,2.14,13.07,27.97,1.3
TICKET_5056,2024-07-05,Café,Produits transformés,2.33,8.05,18.76,16.0
TICKET_5056,2024-07-05,Poulet,Viandes,2.16,3.76,8.12,6.0
TICKET_5056,2024-07-05,Bananes,Fruits,0.69,16.22,11.19,0.8
TICKET_5056,2024-07-05,Pommes,Fruits,2.87,19.44,55.79,0.3
TICKET_5023,2024-07-30,Lentilles,Protéines végétales,2.49,5.43,13.52,0.9
TICKET_5023,2024-07-30,Bananes,Fruits,0.69,16.82,11.61,0.8
TICKET_5023,2024-07-30,Bananes,Fruits,2.42,15.59,37.73,0.8
TICKET_5023,2024-07-30,Café,Produits transformés,0.13,6.86,0.89,16.0
TICKET_5023,2024-07-30,Tofu,Protéines végétales,1.26,9.11,11.48,2.0
TICKET_5023,2024-07-30,Lentilles,Protéines végétales,0.56,19.96,11.18,0.9
TICKET_5023,2024-07-30,Lait,Produits laitiers,1.89,5.82,11.0,1.3
TICKET_5023,2024-07-30,Lait,Produits laitiers,0.95,5.24,4.98,1.3
TICKET_5023,2024-07-30,Bananes,Fruits,2.41,4.17,10.05,0.8
TICKET_5023,2024-07-30,Bœuf,Viandes,0.75,16.27,12.2,60.0
TICKET_5023,2024-07-30,Chocolat,Produits transformés,0.57,19.4,11.06,19.0
TICKET_5023,2024-07-30,Porc,Viandes,1.26,7.28,9.17,7.0
TICKET_5023,2024-07-30,Bananes,Fruits,0.49,11.31,5.54,0.8
TICKET_5023,2024-07-30,Agneau,Viandes,1.39,16.64,23.13,30.0
TICKET_5023,2024-07-30,Bœuf,Viandes,2.21,15.95,35.25,60.0
TICKET_5023,2024-07-30,Café,Produits transformés,1.99,18.18,36.18,16.0
TICKET_5023,2024-07-30,Fromage,Produits laitiers,1.94,6.71,13.02,20.0
TICKET_5023,2024-07-30,Pommes de terre,Légumes,1.82,4.28,7.79,0.2
TICKET_5023,2024-07-30,Pommes de terre,Légumes,2.83,8.1,22.92,0.2
TICKET_5023,2024-07-30,Pommes de terre,Légumes,0.52,15.9,8.27,0.2
TICKET_5023,2024-07-30,Pommes,Fruits,2.13,3.36,7.16,0.3
TICKET_5023,2024-07-30,Lentilles,Protéines végétales,1.08,4.42,4.77,0.9
TICKET_5023,2024-07-30,Pommes,Fruits,2.3,9.36,21.53,0.3
TICKET_5023,2024-07-30,Pommes de terre,Légumes,1.27,3.47,4.41,0.2
TICKET_5023,2024-07-30,Lentilles,Protéines végétales,2.75,18.91,52.0,0.9
TICKET_5023,2024-07-30,Chocolat,Produits transformés,1.84,10.3,18.95,19.0
TICKET_5023,2024-07-30,Bœuf,Viandes,0.68,5.13,3.49,60.0
TICKET_5023,2024-07-30,Fromage,Produits laitiers,1.1,6.66,7.33,20.0
TICKET_5023,2024-07-30,Chocolat,Produits transformés,2.03,4.83,9.8,19.0
TICKET_5023,2024-07-30,Lentilles,Protéines végétales,1.02,7.43,7.58,0.9
TICKET_7130,2024-09-13,Chocolat,Produits transformés,2.7,8.75,23.62,19.0
TICKET_7130,2024-09-13,Agneau,Viandes,0.56,18.39,10.3,30.0
TICKET_7130,2024-09-13,Carottes,Légumes,0.47,18.57,8.73,0.1
TICKET_7130,2024-09-13,Bananes,Fruits,2.51,7.78,19.53,0.8
TICKET_7130,2024-09-13,Chocolat,Produits transformés,0.19,9.05,1.72,19.0
TICKET_7130,2024-09-13,Pommes de terre,Légumes,2.58,18.13,46.78,0.2
TICKET_7130,2024-09-13,Chocolat,Produits transformés,2.91,8.71,25.35,19.0
TICKET_7130,2024-09-13,Porc,Viandes,1.82,14.86,27.05,7.0
TICKET_7130,2024-09-13,Carottes,Légumes,0.16,8.69,1.39,0.1
TICKET_7130,2024-09-13,Œufs,Œufs,0.32,18.3,5.86,4.0
TICKET_7130,2024-09-13,Carottes,Légumes,0.94,15.74,14.8,0.1
TICKET_7130,2024-09-13,Tofu,Protéines végétales,1.76,6.63,11.67,2.0
TICKET_7130,2024-09-13,Bœuf,Viandes,1.28,15.49,19.83,60.0
TICKET_7130,2024-09-13,Agneau,Viandes,2.99,19.31,57.74,30.0
TICKET_7130,2024-09-13,Pommes de terre,Légumes,2.85,18.45,52.58,0.2
TICKET_7130,2024-09-13,Agneau,Viandes,2.46,6.61,16.26,30.0
TICKET_7130,2024-09-13,Lentilles,Protéines végétales,2.01,7.73,15.54,0.9
TICKET_7130,2024-09-13,Tofu,Protéines végétales,0.62,16.48,10.22,2.0
TICKET_7130,2024-09-13,Pommes de terre,Légumes,2.81,12.78,35.91,0.2
TICKET_7130,2024-09-13,Lentilles,Protéines végétales,0.72,10.69,7.7,0.9
TICKET_7130,2024-09-13,Chocolat,Produits transformés,2.0,16.0,32.0,19.0
TICKET_7130,2024-09-13,Pommes,Fruits,1.61,13.06,21.03,0.3
TICKET_7130,2024-09-13,Porc,Viandes,0.78,9.77,7.62,7.0
TICKET_7130,2024-09-13,Poulet,Viandes,0.67,13.19,8.84,6.0
TICKET_7130,2024-09-13,Pommes,Fruits,2.82,12.52,35.31,0.3
TICKET_7130,2024-09-13,Pommes de terre,Légumes,2.72,8.61,23.42,0.2
TICKET_7130,2024-09-13,Fromage,Produits laitiers,0.8,3.18,2.54,20.0
TICKET_7130,2024-09-13,Chocolat,Produits transformés,1.58,14.35,22.67,19.0
TICKET_7130,2024-09-13,Poulet,Viandes,2.33,7.48,17.43,6.0
TICKET_7130,2024-09-13,Bananes,Fruits,0.85,19.99,16.99,0.8
TICKET_9174,2024-04-26,Chocolat,Produits transformés,1.79,19.64,35.16,19.0
TICKET_9174,2024-04-26,Tofu,Protéines végétales,1.09,2.06,2.25,2.0
TICKET_9174,2024-04-26,Bœuf,Viandes,2.36,4.96,11.71,60.0
TICKET_9174,2024-04-26,Chocolat,Produits transformés,1.62,7.72,12.51,19.0
TICKET_9174,2024-04-26,Agneau,Viandes,2.45,15.68,38.42,30.0
TICKET_9174,2024-04-26,Poulet,Viandes,1.4,19.55,27.37,6.0
TICKET_9174,2024-04-26,Café,Produits transformés,1.66,10.68,17.73,16.0
TICKET_9174,2024-04-26,Fromage,Produits laitiers,1.35,17.13,23.13,20.0
TICKET_9174,2024-04-26,Chocolat,Produits transformés,2.64,14.42,38.07,19.0
TICKET_9174,2024-04-26,Pommes de terre,Légumes,1.7,7.39,12.56,0.2
TICKET_9174,2024-04-26,Porc,Viandes,2.96,3.91,11.57,7.0
TICKET_9174,2024-04-26,Bœuf,Viandes,2.2,12.08,26.58,60.0
TICKET_9174,2024-04-26,Bœuf,Viandes,1.2,14.83,17.8,60.0
TICKET_9174,2024-04-26,Lentilles,Protéines végétales,1.0,12.91,12.91,0.9
TICKET_9174,2024-04-26,Lentilles,Protéines végétales,0.25,19.37,4.84,0.9
TICKET_9174,2024-04-26,Tofu,Protéines végétales,2.64,9.94,26.24,2.0
TICKET_9174,2024-04-26,Pommes de terre,Légumes,2.97,9.37,27.83,0.2
TICKET_9174,2024-04-26,Pommes de terre,Légumes,0.47,13.09,6.15,0.2
TICKET_9174,2024-04-26,Fromage,Produits laitiers,1.11,10.28,11.41,20.0
TICKET_9174,2024-04-26,Agneau,Viandes,1.3,17.56,22.83,30.0
TICKET_9174,2024-04-26,Agneau,Viandes,2.94,18.14,53.33,30.0
TICKET_9174,2024-04-26,Pommes,Fruits,2.82,19.66,55.44,0.3
TICKET_9174,2024-04-26,Agneau,Viandes,1.94,2.49,4.83,30.0
TICKET_9174,2024-04-26,Bananes,Fruits,0.96,17.56,16.86,0.8
TICKET_9174,2024-04-26,Carottes,Légumes,2.92,2.58,7.53,0.1
TICKET_9174,2024-04-26,Poulet,Viandes,2.03,3.78,7.67,6.0
TICKET_9174,2024-04-26,Pommes de terre,Légumes,2.98,6.52,19.43,0.2
TICKET_9174,2024-04-26,Lentilles,Protéines végétales,0.92,16.54,15.22,0.9
TICKET_9174,2024-04-26,Bananes,Fruits,1.05,18.38,19.3,0.8
TICKET_9174,2024-04-26,Poulet,Viandes,0.42,19.06,8.01,6.0
TICKET_3480,2024-04-06,Pommes de terre,Légumes,1.72,15.79,27.16,0.2
TICKET_3480,2024-04-06,Bananes,Fruits,2.06,17.76,36.59,0.8
TICKET_3480,2024-04-06,Pommes de terre,Légumes,1.93,15.29,29.51,0.2
TICKET_3480,2024-04-06,Lait,Produits laitiers,1.83,9.35,17.11,1.3
TICKET_3480,2024-04-06,Pommes,Fruits,1.74,2.49,4.33,0.3
TICKET_3480,2024-04-06,Poulet,Viandes,1.17,11.31,13.23,6.0
TICKET_3480,2024-04-06,Chocolat,Produits transformés,0.72,10.43,7.51,19.0
TICKET_3480,2024-04-06,Tofu,Protéines végétales,2.78,9.01,25.05,2.0
TICKET_3480,2024-04-06,Fromage,Produits laitiers,1.54,19.92,30.68,20.0
TICKET_3480,2024-04-06,Carottes,Légumes,2.78,4.66,12.95,0.1
TICKET_3480,2024-04-06,Chocolat,Produits transformés,1.15,18.38,21.14,19.0
TICKET_3480,2024-04-06,Fromage,Produits laitiers,1.54,8.27,12.74,20.0
TICKET_3480,2024-04-06,Carottes,Légumes,2.06,7.02,14.46,0.1
TICKET_3480,2024-04-06,Porc,Viandes,2.93,19.89,58.28,7.0
TICKET_3480,2024-04-06,Porc,Viandes,0.12,19.5,2.34,7.0
TICKET_3480,2024-04-06,Bananes,Fruits,0.86,12.9,11.09,0.8
TICKET_3480,2024-04-06,Bœuf,Viandes,1.37,13.18,18.06,60.0
TICKET_3480,2024-04-06,Porc,Viandes,2.22,16.62,36.9,7.0
TICKET_3480,2024-04-06,Bananes,Fruits,1.25,12.3,15.38,0.8
TICKET_3480,2024-04-06,Lait,Produits laitiers,0.1,9.05,0.91,1.3
TICKET_3480,2024-04-06,Chocolat,Produits transformés,0.13,8.08,1.05,19.0
TICKET_3480,2024-04-06,Poulet,Viandes,2.53,8.54,21.61,6.0
TICKET_3480,2024-04-06,Porc,Viandes,2.64,9.98,26.35,7.0
TICKET_3480,2024-04-06,Café,Produits transformés,1.39,7.79,10.83,16.0
TICKET_3480,2024-04-06,Pommes de terre,Légumes,0.47,3.99,1.88,0.2
TICKET_3480,2024-04-06,Pommes,Fruits,0.83,15.0,12.45,0.3
TICKET_3480,2024-04-06,Lentilles,Protéines végétales,1.1,7.69,8.46,0.9
TICKET_3480,2024-04-06,Carottes,Légumes,0.97,9.29,9.01,0.1
TICKET_3480,2024-04-06,Agneau,Viandes,1.28,19.08,24.42,30.0
TICKET_3480,2024-04-06,Porc,Viandes,2.61,6.35,16.57,7.0
TICKET_5598,2024-07-12,Fromage,Produits laitiers,1.7,19.04,32.37,20.0
TICKET_5598,2024-07-12,Œufs,Œufs,2.92,17.92,52.33,4.0
TICKET_5598,2024-07-12,Porc,Viandes,0.53,11.14,5.9,7.0
TICKET_5598,2024-07-12,Tofu,Protéines végétales,1.33,10.97,14.59,2.0
TICKET_5598,2024-07-12,Porc,Viandes,0.71,16.68,11.84,7.0
TICKET_5598,2024-07-12,Agneau,Viandes,0.77,11.22,8.64,30.0
TICKET_5598,2024-07-12,Agneau,Viandes,2.64,17.2,45.41,30.0
TICKET_5598,2024-07-12,Lentilles,Protéines végétales,1.98,8.11,16.06,0.9
TICKET_5598,2024-07-12,Lentilles,Protéines végétales,0.65,15.19,9.87,0.9
TICKET_5598,2024-07-12,Tofu,Protéines végétales,1.39,11.46,15.93,2.0
TICKET_5598,2024-07-12,Fromage,Produits laitiers,2.77,11.15,30.89,20.0
TICKET_5598,2024-07-12,Pommes,Fruits,1.51,11.02,16.64,0.3
TICKET_5598,2024-07-12,Fromage,Produits laitiers,0.17,19.62,3.34,20.0
TICKET_5598,2024-07-12,Fromage,Produits laitiers,2.64,4.25,11.22,20.0
TICKET_5598,2024-07-12,Carottes,Légumes,2.58,3.55,9.16,0.1
TICKET_5598,2024-07-12,Pommes de terre,Légumes,0.47,14.0,6.58,0.2
TICKET_5598,2024-07-12,Pommes,Fruits,1.71,14.32,24.49,0.3
TICKET_5598,2024-07-12,Fromage,Produits laitiers,1.72,11.36,19.54,20.0
TICKET_5598,2024-07-12,Poulet,Viandes,2.64,3.24,8.55,6.0
TICKET_5598,2024-07-12,Pommes de terre,Légumes,2.6,11.34,29.48,0.2
TICKET_5598,2024-07-12,Lait,Produits laitiers,0.4,8.66,3.46,1.3
TICKET_5598,2024-07-12,Bœuf,Viandes,2.68,18.48,49.53,60.0
TICKET_5598,2024-07-12,Poulet,Viandes,1.93,19.78,38.18,6.0
TICKET_5598,2024-07-12,Chocolat,Produits transformés,1.39,11.75,16.33,19.0
TICKET_5598,2024-07-12,Bœuf,Viandes,1.27,3.93,4.99,60.0
TICKET_5598,2024-07-12,Café,Produits transformés,1.8,8.6,15.48,16.0
TICKET_5598,2024-07-12,Porc,Viandes,1.68,17.91,30.09,7.0
TICKET_5598,2024-07-12,Lait,Produits laitiers,2.18,15.81,34.47,1.3
TICKET_5598,2024-07-12,Œufs,Œufs,0.22,8.61,1.89,4.0
TICKET_5598,2024-07-12,Tofu,Protéines végétales,1.79,19.95,35.71,2.0
TICKET_8504,2024-10-31,Café,Produits transformés,2.15,6.21,13.35,16.0
TICKET_8504,2024-10-31,Bœuf,Viandes,2.44,9.84,24.01,60.0
TICKET_8504,2024-10-31,Carottes,Légumes,2.3,6.85,15.75,0.1
TICKET_8504,2024-10-31,Poulet,Viandes,1.25,4.39,5.49,6.0
TICKET_8504,2024-10-31,Lentilles,Protéines végétales,1.79,10.91,19.53,0.9
TICKET_8504,2024-10-31,Œufs,Œufs,1.22,11.36,13.86,4.0
TICKET_8504,2024-10-31,Carottes,Légumes,0.72,19.14,13.78,0.1
TICKET_8504,2024-10-31,Tofu,Protéines végétales,2.23,11.25,25.09,2.0
TICKET_8504,2024-10-31,Lentilles,Protéines végétales,0.52,10.37,5.39,0.9
TICKET_8504,2024-10-31,Pommes,Fruits,1.85,13.62,25.2,0.3
TICKET_8504,2024-10-31,Lait,Produits laitiers,1.23,3.8,4.67,1.3
TICKET_8504,2024-10-31,Fromage,Produits laitiers,1.36,14.34,19.5,20.0
TICKET_8504,2024-10-31,Fromage,Produits laitiers,1.08,6.86,7.41,20.0
TICKET_8504,2024-10-31,Lait,Produits laitiers,2.97,16.02,47.58,1.3
TICKET_8504,2024-10-31,Café,Produits transformés,2.45,10.25,25.11,16.0
TICKET_8504,2024-10-31,Bœuf,Viandes,0.61,5.16,3.15,60.0
TICKET_8504,2024-10-31,Bœuf,Viandes,1.12,15.81,17.71,60.0
TICKET_8504,2024-10-31,Pommes,Fruits,0.48,16.75,8.04,0.3
TICKET_8504,2024-10-31,Lentilles,Protéines végétales,2.9,16.98,49.24,0.9
TICKET_8504,2024-10-31,Œufs,Œufs,2.05,10.24,20.99,4.0
TICKET_8504,2024-10-31,Pommes,Fruits,2.01,13.82,27.78,0.3
TICKET_8504,2024-10-31,Lentilles,Protéines végétales,1.16,7.01,8.13,0.9
TICKET_8504,2024-10-31,Chocolat,Produits transformés,2.83,7.93,22.44,19.0
TICKET_8504,2024-10-31,Chocolat,Produits transformés,2.26,6.76,15.28,19.0
TICKET_8504,2024-10-31,Chocolat,Produits transformés,2.44,9.37,22.86,19.0
TICKET_8504,2024-10-31,Œufs,Œufs,1.24,4.23,5.25,4.0
TICKET_8504,2024-10-31,Porc,Viandes,0.58,18.69,10.84,7.0
TICKET_8504,2024-10-31,Fromage,Produits laitiers,2.55,3.34,8.52,20.0
TICKET_8504,2024-10-31,Lait,Produits laitiers,1.98,8.84,17.5,1.3
TICKET_8504,2024-10-31,Pommes de terre,Légumes,0.33,4.32,1.43,0.2
TICKET_8685,2024-11-26,Pommes de terre,Légumes,2.98,15.03,44.79,0.2
TICKET_8685,2024-11-26,Pommes de terre,Légumes,0.22,7.0,1.54,0.2
TICKET_8685,2024-11-26,Bananes,Fruits,1.79,7.45,13.34,0.8
TICKET_8685,2024-11-26,Bananes,Fruits,1.85,14.57,26.95,0.8
TICKET_8685,2024-11-26,Carottes,Légumes,2.53,11.38,28.79,0.1
TICKET_8685,2024-11-26,Poulet,Viandes,1.18,16.85,19.88,6.0
TICKET_8685,2024-11-26,Café,Produits transformés,1.96,4.02,7.88,16.0
TICKET_8685,2024-11-26,Fromage,Produits laitiers,0.97,13.38,12.98,20.0
TICKET_8685,2024-11-26,Bananes,Fruits,0.16,14.14,2.26,0.8
TICKET_8685,2024-11-26,Œufs,Œufs,0.59,3.48,2.05,4.0
TICKET_8685,2024-11-26,Poulet,Viandes,3.0,10.46,31.38,6.0
TICKET_8685,2024-11-26,Carottes,Légumes,1.09,12.89,14.05,0.1
TICKET_8685,2024-11-26,Agneau,Viandes,1.35,13.23,17.86,30.0
TICKET_8685,2024-11-26,Poulet,Viandes,2.83,12.62,35.71,6.0
TICKET_8685,2024-11-26,Lait,Produits laitiers,2.28,2.3,5.24,1.3
TICKET_8685,2024-11-26,Chocolat,Produits transformés,2.04,12.2,24.89,19.0
TICKET_8685,2024-11-26,Porc,Viandes,0.98,2.17,2.13,7.0
TICKET_8685,2024-11-26,Agneau,Viandes,2.47,14.27,35.25,30.0
TICKET_8685,2024-11-26,Pommes,Fruits,2.92,5.56,16.24,0.3
TICKET_8685,2024-11-26,Œufs,Œufs,2.03,2.54,5.16,4.0
TICKET_8685,2024-11-26,Lait,Produits laitiers,0.88,15.61,13.74,1.3
TICKET_8685,2024-11-26,Lait,Produits laitiers,1.84,19.8,36.43,1.3
TICKET_8685,2024-11-26,Tofu,Protéines végétales,1.61,18.33,29.51,2.0
TICKET_8685,2024-11-26,Porc,Viandes,2.89,11.01,31.82,7.0
TICKET_8685,2024-11-26,Lentilles,Protéines végétales,2.87,19.29,55.36,0.9
TICKET_8685,2024-11-26,Lait,Produits laitiers,2.46,19.78,48.66,1.3
TICKET_8685,2024-11-26,Tofu,Protéines végétales,1.3,2.7,3.51,2.0
TICKET_8685,2024-11-26,Poulet,Viandes,1.64,11.15,18.29,6.0
TICKET_8685,2024-11-26,Chocolat,Produits transformés,2.89,7.23,20.89,19.0
TICKET_8685,2024-11-26,Tofu,Protéines végétales,0.19,3.12,0.59,2.0
TICKET_1283,2024-03-14,Lentilles,Protéines végétales,2.84,15.0,42.6,0.9
TICKET_1283,2024-03-14,Lait,Produits laitiers,1.88,12.76,23.99,1.3
TICKET_1283,2024-03-14,Porc,Viandes,1.74,4.1,7.13,7.0
TICKET_1283,2024-03-14,Café,Produits transformés,2.12,15.65,33.18,16.0
TICKET_1283,2024-03-14,Poulet,Viandes,2.68,14.62,39.18,6.0
TICKET_1283,2024-03-14,Fromage,Produits laitiers,0.97,5.97,5.79,20.0
TICKET_1283,2024-03-14,Fromage,Produits laitiers,0.34,7.68,2.61,20.0
TICKET_1283,2024-03-14,Carottes,Légumes,0.42,8.69,3.65,0.1
TICKET_1283,2024-03-14,Tofu,Protéines végétales,2.02,14.19,28.66,2.0
TICKET_1283,2024-03-14,Fromage,Produits laitiers,2.46,5.29,13.01,20.0
TICKET_1283,2024-03-14,Bœuf,Viandes,1.01,13.72,13.86,60.0
TICKET_1283,2024-03-14,Pommes de terre,Légumes,0.69,15.96,11.01,0.2
TICKET_1283,2024-03-14,Porc,Viandes,1.44,8.72,12.56,7.0
TICKET_1283,2024-03-14,Pommes,Fruits,0.6,10.64,6.38,0.3
TICKET_1283,2024-03-14,Œufs,Œufs,1.18,9.17,10.82,4.0
TICKET_1283,2024-03-14,Carottes,Légumes,2.71,15.48,41.95,0.1
TICKET_1283,2024-03-14,Lait,Produits laitiers,2.31,11.81,27.28,1.3
TICKET_1283,2024-03-14,Fromage,Produits laitiers,2.53,9.89,25.02,20.0
TICKET_1283,2024-03-14,Café,Produits transformés,2.42,6.29,15.22,16.0
TICKET_1283,2024-03-14,Bananes,Fruits,2.45,8.33,20.41,0.8
TICKET_1283,2024-03-14,Fromage,Produits laitiers,1.41,9.98,14.07,20.0
TICKET_1283,2024-03-14,Pommes de terre,Légumes,1.33,2.63,3.5,0.2
TICKET_1283,2024-03-14,Agneau,Viandes,2.77,17.24,47.75,30.0
TICKET_1283,2024-03-14,Poulet,Viandes,2.75,18.19,50.02,6.0
TICKET_1283,2024-03-14,Lait,Produits laitiers,0.98,11.12,10.9,1.3
TICKET_1283,2024-03-14,Carottes,Légumes,2.89,6.26,18.09,0.1
TICKET_1283,2024-03-14,Poulet,Viandes,1.37,5.86,8.03,6.0
TICKET_1283,2024-03-14,Poulet,Viandes,0.91,15.66,14.25,6.0
TICKET_1283,2024-03-14,Chocolat,Produits transformés,0.75,18.16,13.62,19.0
TICKET_1283,2024-03-14,Lentilles,Protéines végétales,0.48,8.95,4.3,0.9
TICKET_1833,2024-01-30,Lentilles,Protéines végétales,2.62,2.8,7.34,0.9
TICKET_1833,2024-01-30,Agneau,Viandes,1.74,7.38,12.84,30.0
TICKET_1833,2024-01-30,Œufs,Œufs,0.14,17.58,2.46,4.0
TICKET_1833,2024-01-30,Lentilles,Protéines végétales,1.13,13.84,15.64,0.9
TICKET_1833,2024-01-30,Agneau,Viandes,0.97,14.44,14.01,30.0
TICKET_1833,2024-01-30,Pommes,Fruits,1.42,9.15,12.99,0.3
TICKET_1833,2024-01-30,Fromage,Produits laitiers,2.25,18.67,42.01,20.0
TICKET_1833,2024-01-30,Tofu,Protéines végétales,2.51,15.14,38.0,2.0
TICKET_1833,2024-01-30,Chocolat,Produits transformés,1.31,12.32,16.14,19.0
TICKET_1833,2024-01-30,Poulet,Viandes,0.16,4.31,0.69,6.0
TICKET_1833,2024-01-30,Bœuf,Viandes,2.1,16.44,34.52,60.0
TICKET_1833,2024-01-30,Lentilles,Protéines végétales,2.83,12.19,34.5,0.9
TICKET_1833,2024-01-30,Tofu,Protéines végétales,0.73,14.64,10.69,2.0
TICKET_1833,2024-01-30,Porc,Viandes,0.36,14.14,5.09,7.0
TICKET_1833,2024-01-30,Pommes de terre,Légumes,1.02,16.93,17.27,0.2
TICKET_1833,2024-01-30,Lait,Produits laitiers,0.38,9.6,3.65,1.3
TICKET_1833,2024-01-30,Chocolat,Produits transformés,2.96,8.99,26.61,19.0
TICKET_1833,2024-01-30,Bananes,Fruits,1.14,15.12,17.24,0.8
TICKET_1833,2024-01-30,Bœuf,Viandes,0.95,6.02,5.72,60.0
TICKET_1833,2024-01-30,Bananes,Fruits,2.85,10.4,29.64,0.8
TICKET_1833,2024-01-30,Pommes de terre,Légumes,2.68,7.85,21.04,0.2
